state,state,period,combined-heat-and-pwr-comm,combined-heat-and-pwr-elect,combined-heat-and-pwr-indust,direct-use,elect-pwr-sector-gen-subtotal,electric-utilities,energy-only-providers,estimated-losses,facility-direct,full-service-providers,independent-power-producers,indust-and-comm-gen-subtotal,net-interstate-trade,net-trade-index,total-disposition,total-elect-indust,total-international-exports,total-international-imports,total-net-generation,total-supply,unaccounted
FL,FL,2000-01-01,109049,10037086,6104667,6760522.0,185602123,169888638,0,15233307,0.0,195842976,5676399,6213716,-27751457,0.87,191815839,195842976,0.0,0.0,191815839,191815839,204131387
FL,FL,1999-01-01,117282,9525895,6145881,6659195.0,181000260,166914264,0,14691750,0.0,187270257,4560101,6263163,-23299324,0.89,187263423,187270257,0.0,0.0,187263423,187263423,195677068
FL,FL,1998-01-01,132489,9348091,6443329,7229835.0,183053177,169447167,0,13322354,0.0,187354592,4257920,6575818,-19643197,0.91,189628995,187354592,0.0,0.0,189628995,189628995,195755253
FL,FL,1997-01-01,126566,9779297,6641554,7173492.0,161478874,147983676,0,13197557,0.0,175041015,3715901,6768120,-27941977,0.86,168246994,175041015,0.0,0.0,168246994,168246994,182809199
FL,FL,1996-01-01,124606,11124861,6792412,7265917.0,160167920,145140217,0,13337892,0.0,171832022,3902842,6917017,-25934642,0.87,167084937,171832022,0.0,0.0,167084937,167084937,179502589
FL,FL,1995-01-01,110519,9332853,6732650,6986229.0,160571205,147156684,0,12783877,0.0,167492138,4081667,6843169,-21123877,0.89,167414374,167492138,0.0,0.0,167414374,167414374,175579896
FL,FL,1994-01-01,197161,5777239,6830243,6959450.0,151119444,141790885,0,12119996,0.0,159544300,3551320,7027404,-20796253,0.88,158146848,159544300,0.0,0.0,158146848,158146848,166656602
FL,FL,1993-01-01,247106,2137878,6010379,6407566.0,145676670,140066943,0,12224966,0.0,152747819,3471849,6257485,-20166689,0.88,151934155,152747819,0.0,0.0,151934155,151934155,159716724
FL,FL,1992-01-01,263027,744962,5767685,6167149.0,137746429,133976775,0,11621691,0.0,147009940,3024693,6030713,-21659866,0.87,143777142,147009940,0.0,0.0,143777142,143777142,153662140
FL,FL,1991-01-01,280659,548869,5576330,6005886.0,133559701,130743964,0,11236398,0.0,146336241,2266868,5856989,-24490120,0.85,139416690,146336241,0.0,0.0,139416690,139416690,152518070
FL,FL,1990-01-01,244761,647307,5290802,5589626.0,125966988,123623905,0,10897282,0.0,143534878,1695776,5535563,-29300599,0.82,131502551,143534878,0.0,0.0,131502551,131502551,149756744
GA,GA,2022-01-01,6033,795582,5198243,5090678.0,121280357,100541863,0,7845167,10152.0,145025052,19942912,5204276,-31224345,0.8,126484633,145035204,0.0,0.0,126484633,126484633,-262071
GA,GA,2021-01-01,2933,532755,5135755,5099645.0,119061841,103521223,0,6462490,12039.0,137351913,15007863,5138688,-25602863,0.83,124200528,137363952,0.0,0.0,124200528,124200528,877305
GA,GA,2020-01-01,4456,503607,5251129,5157107.0,114873354,96525504,0,7433522,41356.0,133428786,17844243,5255585,-25731326,0.82,120128938,133470142,0.0,0.0,120128938,120128938,-200506
GA,GA,2019-01-01,7030,545796,5183729,5162164.0,123500811,107079418,0,7553441,49753.0,139251237,15875597,5190758,-23672796,0.84,128691569,139300990,0.0,0.0,128691569,128691569,347770
GA,GA,2018-01-01,6911,289511,5237830,5278713.0,123994630,109170814,0,7213964,55738.0,139810336,14534305,5244742,-23993767,0.84,129239371,139866074,0.0,0.0,129239371,129239371,874388
GA,GA,2017-01-01,5612,358256,5062759,5111630.0,122386943,107178796,0,7259830,25218.0,133431402,14849891,5068371,-19302827,0.87,127455314,133456620,0.0,0.0,127455314,127455314,930061
GA,GA,2016-01-01,7823,493966,4753735,5290620.0,128618857,115955092,0,7208227,26284.0,138085955,12169799,4761559,-18944424,0.88,133380416,138112239,0.0,0.0,133380416,133380416,1713753
GA,GA,2015-01-01,14056,254593,5115854,5256855.0,123687988,110212881,0,6778373,21605.0,135856610,13220514,5129910,-21213291,0.86,128817898,135878215,0.0,0.0,128817898,128817898,2117745
GA,GA,2014-01-01,29542,208880,4664742,4565846.0,121142940,109523336,0,7070573,22154.0,135767778,11410724,4694284,-23344853,0.84,125837224,135789932,0.0,0.0,125837224,125837224,1755725
GA,GA,2013-01-01,27628,73393,4723181,4814959.0,116202926,107082884,0,7010277,6195.0,130491275,9046649,4750808,-23337561,0.84,120953734,130497470,0.0,0.0,120953734,120953734,1968589
GA,GA,2012-01-01,30845,380258,4768818,4956342.0,117506701,100995036,0,7093025,5162.5,130978872,16131407,4799663,-22961660,0.84,122306364,130978872,0.0,0.0,122306364,122306364,2239786
GA,GA,2011-01-01,24936,260774,4736109,4456905.0,119988296,106661687,0,8426869,4130.0,136371149,13065835,4761045,-25369501,0.83,124749341,136371149,0.0,0.0,124749341,124749341,863919
GA,GA,2010-01-01,22764,178024,4834824,4867547.0,132719353,120425913,0,8690376,3097.5,140671580,12115416,4857588,-17886922,0.88,137576941,140671580,0.0,0.0,137576941,137576941,1234360
GA,GA,2009-01-01,24142,25308,4493861,4546158.0,124180373,115074702,0,8324195,2065.0,130765505,9080363,4518004,-16116262,0.89,128698376,130765505,0.0,0.0,128698376,128698376,1178780
GA,GA,2008-01-01,1855,113555,4595961,4649564.0,131575580,126031263,0,8610619,1032.5,135173514,5430762,4597815,-14025574,0.91,136173395,135173514,0.0,0.0,136173395,136173395,1765272
GA,GA,2007-01-01,4180,274279,5201763,5137962.0,139949215,132831987,0,8699796,0.0,137453878,6842949,5205943,-8327167,0.95,145155158,137453878,0.0,0.0,145155158,145155158,2190689
GA,GA,2006-01-01,3813,177932,5297002,5421307.0,132709393,127367613,0,8742495,0.0,134834168,5163848,5300815,-12020046,0.92,138010208,134834168,0.0,0.0,138010208,138010208,6448170
GA,GA,2005-01-01,9857,140773,5159173,5092074.0,131498862,126444777,0,8840059,0.0,132265452,4913311,5169030,-10752011,0.93,136667892,132265452,0.0,0.0,136667892,136667892,6309300
GA,GA,2004-01-01,3262,32501,4996662,5562700.0,121812791,117918895,0,9486734,0.0,129465784,3861395,4999924,-18538738,0.87,126812715,129465784,0.0,0.0,126812715,126812715,6393371
GA,GA,2003-01-01,2983,207241,5080653,5556906.0,118993198,115755114,0,9081345,0.0,123676657,3030843,5083636,-13628955,0.9,124076834,123676657,0.0,0.0,124076834,124076834,4942231
GA,GA,2002-01-01,2805,388372,9371560,5487228.0,117137851,111855967,0,9285372,0.0,123789078,4893512,9374365,-11280078,0.92,126512216,123789078,0.0,0.0,126512216,126512216,4712356
GA,GA,2001-01-01,2818,386085,5515824,5370484.0,112798130,110564676,0,9211623,0.0,117790473,1847369,5518642,-12047226,0.91,118316772,117790473,0.0,0.0,118316772,118316772,3356532
GA,GA,2000-01-01,23836,663635,5582235,5609740.0,118271341,116176834,0,9270605,0.0,119185076,1430873,5606071,-9747182,0.93,123877412,119185076,0.0,0.0,123877412,123877412,124229194
GA,GA,1999-01-01,18986,715946,5553756,5590684.0,111766003,110536794,0,8838083,0.0,112655746,513263,5572742,-9330599,0.93,117338745,112655746,0.0,0.0,117338745,117338745,117713015
GA,GA,1998-01-01,17786,791807,5390500,5422551.0,109915421,108716930,0,7873067,0.0,110720323,406684,5408285,-8350336,0.93,115323706,110720323,0.0,0.0,115323706,115323706,115684832
GA,GA,1997-01-01,6242,568074,5052566,5630402.0,102567151,101780433,0,7709330,0.0,102249914,218644,5058808,-6978930,0.94,107625959,102249914,0.0,0.0,107625959,107625959,106787678
GA,GA,1996-01-01,6648,0,5460360,5471688.0,98853033,98729242,0,7863631,0.0,101307136,123791,5467008,-9479853,0.92,104320041,101307136,0.0,0.0,104320041,104320041,105829484
GA,GA,1995-01-01,14296,0,5532584,5542991.0,102331716,102015724,0,7341890,0.0,96192170,315992,5546880,-402067,1.0,107878596,96192170,0.0,0.0,107878596,107878596,100837037
GA,GA,1994-01-01,3637,0,5546777,5535818.0,98805996,98752712,0,6830367,0.0,89913084,53284,5550414,3509292,1.03,104356410,89913084,0.0,0.0,104356410,104356410,93921302
GA,GA,1993-01-01,24483,0,5674928,5677444.0,95748158,95737505,0,7138284,0.0,89191041,10653,5699410,954161,1.01,101447569,89191041,0.0,0.0,101447569,101447569,93260255
GA,GA,1992-01-01,3020,0,5567835,5539276.0,91787372,91779352,0,6592408,0.0,83391431,8020,5570854,3511996,1.04,97358227,83391431,0.0,0.0,97358227,97358227,87164892
GA,GA,1991-01-01,3452,0,5353185,5338036.0,90816494,90809416,0,6260962,0.0,81539086,7078,5356636,4841663,1.05,96173130,81539086,0.0,0.0,96173130,96173130,84983628
GA,GA,1990-01-01,2781,0,5110380,5105372.0,97573078,97565058,0,6107078,0.0,80440116,8020,5113161,12566626,1.14,102686239,80440116,0.0,0.0,102686239,102686239,83926990
HI,HI,2022-01-01,373656,1886328,216784,290989.0,8746994,5249301,0,488939,46609.0,8992506,1611365,590440,0,1.0,9337434,9039115,0.0,0.0,9337434,9337434,-481609
HI,HI,2021-01-01,364214,2294287,227933,355064.0,8589683,4725470,0,420430,52440.0,8884042,1569926,592147,0,1.0,9181831,8936482,0.0,0.0,9181831,9181831,-530145
HI,HI,2020-01-01,367190,2295336,255108,342102.0,8456721,4851252,0,489929,73242.0,8723519,1310133,622298,0,1.0,9079019,8796761,0.0,0.0,9079019,9079019,-549773
HI,HI,2019-01-01,413081,2578627,271776,411519.0,9065142,5251860,0,512572,68254.0,9384633,1234655,684857,0,1.0,9749998,9452887,0.0,0.0,9749998,9749998,-626980
HI,HI,2018-01-01,397634,2607156,280675,431799.0,9118464,5296030,0,481589,30558.0,9306603,1215278,678309,0,1.0,9796773,9337161,0.0,0.0,9796773,9796773,-453776
HI,HI,2017-01-01,372839,2725444,292364,668313.0,9147765,5222562,0,507222,21421.0,9302780,1199759,665203,0,1.0,9812968,9324201,0.0,0.0,9812968,9812968,-686768
HI,HI,2016-01-01,405150,2808236,354539,733841.0,9189156,5218132,0,492965,8242.0,9437147,1162788,759689,0,1.0,9948845,9445389,0.0,0.0,9948845,9948845,-723350
HI,HI,2015-01-01,374653,2688088,426852,526917.0,9317995,5492172,0,474480,8126.0,9503226,1137735,801505,0,1.0,10119500,9511352,0.0,0.0,10119500,10119500,-393249
HI,HI,2014-01-01,382607,2791485,450566,538800.0,9370985,5517389,0,493386,8114.0,9467338,1062111,833173,0,1.0,10204158,9475452,0.0,0.0,10204158,10204158,-303480
HI,HI,2013-01-01,359777,2789803,386071,426369.0,9521204,5748256,0,510507,2173.0,9500991,983145,745848,0,1.0,10267052,9503164,0.0,0.0,10267052,10267052,-172987
HI,HI,2012-01-01,301196,2826474,426224,402384.0,9741849,6012748,0,521999,0.0,9639157,902627,727420,0,1.0,10469269,9639157,0.0,0.0,10469269,10469269,-94271
HI,HI,2011-01-01,317726,2827766,392857,507899.0,10012750,6376331,0,615567,0.0,9961653,808653,710583,0,1.0,10723333,9961653,0.0,0.0,10723333,10723333,-361786
HI,HI,2010-01-01,312807,2945122,400491,471529.0,10122738,6416068,0,618798,3405.0,10013104,761548,713298,0,1.0,10836036,10016509,0.0,0.0,10836036,10836036,-270800
HI,HI,2009-01-01,323031,3121676,252535,524094.0,10434967,6509550,0,644607,251.0,10125934,803741,575566,0,1.0,11010533,10126185,0.0,0.0,11010533,11010533,-284353
HI,HI,2008-01-01,329887,3190375,254554,395634.0,10791944,6700636,0,661866,268.0,10390011,900933,584441,0,1.0,11376385,10390279,0.0,0.0,11376385,11376385,-71394
HI,HI,2007-01-01,304121,3524900,268417,338176.0,10960812,6928397,0,669970,261.0,10585038,507515,572538,0,1.0,11533350,10585299,0.0,0.0,11533350,11533350,-60095
HI,HI,2006-01-01,338649,3566361,264445,365273.0,10956080,7040473,0,685211,0.0,10567912,349246,603094,0,1.0,11559174,10567912,0.0,0.0,11559174,11559174,305685
HI,HI,2005-01-01,292932,3769263,265767,398184.0,10964106,6915159,0,704376,405.0,10538505,279684,558699,0,1.0,11522805,10538910,0.0,0.0,11522805,11522805,279121
HI,HI,2004-01-01,325256,3568387,267450,480616.0,10817697,6982469,0,786363,221267.0,10510253,266841,592706,0,1.0,11410403,10731520,0.0,0.0,11410403,11410403,-107961
HI,HI,2003-01-01,0,3640052,291822,480116.0,10684550,6493205,0,762980,184426.0,10206410,551293,291822,0,1.0,10976371,10390836,0.0,0.0,10976371,10976371,-177924
HI,HI,2002-01-01,0,3288683,461082,474096.0,11201988,7513051,0,742587,8256.0,9891638,400254,461082,0,1.0,11663069,9899894,0.0,0.0,11663069,11663069,1020114
HI,HI,2001-01-01,0,3224984,503785,464009.0,10129310,6383088,0,765187,0.0,9784563,521238,503785,0,1.0,10633095,9784563,0.0,0.0,10633095,10633095,82881
HI,HI,2000-01-01,0,2859573,542837,485049.0,10050567,6534692,0,753767,0.0,9690596,656302,542837,0,1.0,10593405,9690596,0.0,0.0,10593405,10593405,9829462
HI,HI,1999-01-01,0,2782036,567004,518935.0,9836925,6452068,0,735970,0.0,9381139,602821,567004,0,1.0,10403928,9381139,0.0,0.0,10403928,10403928,9658058
HI,HI,1998-01-01,0,2789931,489878,432239.0,9738204,6301169,0,658533,0.0,9261071,647104,489878,0,1.0,10228082,9261071,0.0,0.0,10228082,10228082,9559856
HI,HI,1997-01-01,0,2868654,574690,469097.0,9737556,6212643,0,705949,0.0,9363099,656259,574690,0,1.0,10312247,9363099,0.0,0.0,10312247,10312247,9596465
HI,HI,1996-01-01,0,2931878,669415,563960.0,9958479,6420195,0,728011,0.0,9378961,606406,669415,0,1.0,10627894,9378961,0.0,0.0,10627894,10627894,9889940
HI,HI,1995-01-01,0,2808819,663563,571753.0,9640419,6190584,0,701246,0.0,9187608,641017,663563,0,1.0,10303982,9187608,0.0,0.0,10303982,10303982,9592977
HI,HI,1994-01-01,0,2713002,718119,599348.0,9390783,6055087,0,679779,0.0,8948422,622693,718119,0,1.0,10108901,8948422,0.0,0.0,10108901,10108901,9419575
HI,HI,1993-01-01,0,2584600,762927,753131.0,9180760,6083815,0,692924,0.0,8657911,512344,762927,0,1.0,9943687,8657911,0.0,0.0,9943687,9943687,9241352
HI,HI,1992-01-01,0,1760038,814750,606883.0,9029712,6861255,0,685150,0.0,8666889,408419,814750,0,1.0,9844463,8666889,0.0,0.0,9844463,9844463,9150038
HI,HI,1991-01-01,0,145716,847736,588512.0,7855500,7333192,0,654521,0.0,8524087,376591,847736,0,1.0,8703236,8524087,0.0,0.0,8703236,8703236,8039603
HI,HI,1990-01-01,0,542289,778856,557728.0,8923895,7996096,0,630943,0.0,8310537,385510,778856,0,1.0,9702751,8310537,0.0,0.0,9702751,9702751,9062940
IA,IA,2022-01-01,191347,614,2088336,2315638.0,70702515,58912805,0,2931971,3156.0,54200799,11789096,2279683,13628577,1.23,72982198,54203955,0.0,0.0,72982198,72982198,-97944
IA,IA,2021-01-01,145451,4065,2051620,2172591.0,65009937,56114741,0,2488442,89187.0,52804082,8891131,2197071,9314891,1.16,67207008,52893269,0.0,0.0,67207008,67207008,337814
IA,IA,2020-01-01,185782,2059,1987886,2145887.0,57463003,45457174,0,2820350,85317.0,50554545,12003770,2173669,4106646,1.07,59636671,50639862,0.0,0.0,59636671,59636671,-76074
IA,IA,2019-01-01,231133,4153,2248490,2384215.0,60169939,47134860,0,2767758,98458.0,50944690,13030927,2479623,6327011,1.11,62649563,51043148,0.0,0.0,62649563,62649563,127431
IA,IA,2018-01-01,226800,13015,2109656,2370432.0,61044113,49513099,0,2641325,2607.0,51208048,11517999,2336455,6838008,1.12,63380569,51210655,0.0,0.0,63380569,63380569,320149
IA,IA,2017-01-01,210191,9046,2003135,2292128.0,55696240,43189067,0,2661280,2085.6,48921997,12498127,2213326,3693223,1.07,57909566,48921997,0.0,0.0,57909566,57909566,340938
IA,IA,2016-01-01,231966,4058,1944475,2258629.0,52216065,40080421,0,2527676,1564.2,48431193,12131586,2176441,574054,1.01,54392507,48431193,0.0,0.0,54392507,54392507,600954
IA,IA,2015-01-01,221316,3804,2102887,2432855.0,54334716,41812662,0,2351973,1042.8000000000002,47147293,12518250,2324202,3991978,1.08,56658918,47147293,0.0,0.0,56658918,56658918,734820
IA,IA,2014-01-01,220472,3886,2064492,2364746.0,54568318,43021954,0,2457798,521.4000000000001,47201853,11542478,2284964,4218579,1.08,56853282,47201853,0.0,0.0,56853282,56853282,610307
IA,IA,2013-01-01,217216,740,2118104,2460132.0,54335437,41932708,0,2508987,0.0,46705216,12401988,2335320,4291861,1.08,56670757,46705216,0.0,0.0,56670757,56670757,704561
IA,IA,2012-01-01,204177,0,2067024,2531538.0,54404204,43385935,0,2475329,0.0,45709100,11018269,2271201,5177715,1.1,56675406,45709100,82.0,0.0,56675406,56675406,781642
IA,IA,2011-01-01,226759,0,1944432,2481073.0,54200722,43304734,0,2821181,0.0,45654877,10895988,2171191,5125466,1.1,56371913,45654877,90.0,0.0,56371913,56371913,289226
IA,IA,2010-01-01,238701,0,1765013,2283033.0,55505007,46188988,0,2807507,0.0,45445269,9316019,2003714,6574140,1.13,57508721,45445269,0.0,0.0,57508721,57508721,398772
IA,IA,2009-01-01,233318,0,1299495,1931968.0,50327250,41723059,0,2778086,309537.0,43331658,8604192,1532813,3115412,1.06,51860063,43641195,0.0,0.0,51860063,51860063,393402
IA,IA,2008-01-01,244255,0,978532,1173955.0,51863999,44751377,0,2897612,325885.0,45162185,7112622,1222787,2933106,1.06,53086786,45488070,0.0,0.0,53086786,53086786,594043
IA,IA,2007-01-01,255734,0,1302850,1318347.0,48230634,42383472,0,2865220,330641.0,44938882,5847162,1558583,-385371,0.99,49789217,45269523,9.0,0.0,49789217,49789217,721489
IA,IA,2006-01-01,278367,0,1321031,1595367.0,43884064,37494674,0,2809911,299634.0,43037201,6389390,1599398,-2737448,0.94,45483462,43336835,73.0,0.0,45483462,45483462,2072496
IA,IA,2005-01-01,277809,0,1215871,1312879.0,42662479,41559024,0,2857683,0.0,42756808,1103455,1493681,-3500038,0.93,44156162,42756808,820.0,2.0,44156160,44156162,2039577
IA,IA,2004-01-01,269695,0,1293923,1352242.0,41684570,40578049,0,2997191,286811.0,40615962,1106522,1563619,-2673632,0.94,43248195,40902773,621.0,6.0,43248189,43248195,2019890
IA,IA,2003-01-01,260605,0,1337453,1350833.0,40518135,39485141,0,3025774,238012.0,40969272,1032993,1598058,-3766215,0.92,42116192,41207284,1319.0,0.0,42116192,42116192,1646680
IA,IA,2002-01-01,129302,167288,1262791,1333895.0,41136291,40051665,0,3067709,0.0,40897543,917339,1392093,-2995074,0.93,42528385,40897543,0.0,0.0,42528385,42528385,1556872
IA,IA,2001-01-01,130041,173268,1104502,1305516.0,39423970,38755520,0,3084638,0.0,39443755,495182,1234543,-2990022,0.93,40663658,39443755,0.0,5145.0,40658513,40663658,1123981
IA,IA,2000-01-01,147313,170700,1085317,1355547.0,40309381,39634091,0,3040382,0.0,39087867,504589,1232630,-2280974,0.95,41542011,39087867,25.0,0.0,41542011,41542011,40742135
IA,IA,1999-01-01,114114,157213,1153917,1389192.0,37533449,37032053,0,2983833,0.0,38033812,344183,1268031,-3935361,0.91,38869486,38033812,40393.0,68006.0,38801480,38869486,39741198
IA,IA,1998-01-01,108037,145669,1086550,1296156.0,37254201,37085476,0,2653618,0.0,37318292,23057,1194587,-3168399,0.92,38556676,37318292,41264.0,107888.0,38448788,38556676,38991579
IA,IA,1997-01-01,112261,130284,1097517,1304141.0,34209160,34064343,0,2725447,0.0,36147983,14534,1209778,-4931097,0.88,35584001,36147983,0.0,165062.0,35418939,35584001,37752198
IA,IA,1996-01-01,90517,131155,1058089,1244344.0,33540009,33386873,0,2716714,0.0,34999416,21982,1148606,-4626135,0.88,34688615,34999416,0.0,0.0,34688615,34688615,36561792
IA,IA,1995-01-01,79455,144070,1011432,1201086.0,33662041,33501928,0,2618026,0.0,34300919,16043,1090887,-3857822,0.9,34752928,34300919,0.0,0.0,34752928,34752928,35957221
IA,IA,1994-01-01,89583,126536,962786,1153767.0,32114638,31963757,0,2509871,0.0,33039251,24345,1052369,-3889159,0.9,33167007,33039251,0.0,0.0,33167007,33167007,34512102
IA,IA,1993-01-01,83586,98493,860640,1041965.0,31104787,30991690,0,2569393,0.0,32103910,14604,944226,-4122132,0.89,32049012,32103910,0.0,0.0,32049012,32049012,33568606
IA,IA,1992-01-01,29192,123970,896553,1050950.0,29571179,29426852,0,2388062,0.0,30208072,20357,925745,-3497382,0.9,30496924,30208072,0.0,0.0,30496924,30496924,31574985
IA,IA,1991-01-01,26540,116571,875934,1020405.0,31365382,31228011,0,2363548,0.0,30781462,20800,902474,-2209287,0.94,32267855,30781462,0.0,0.0,32267855,32267855,32081792
IA,IA,1990-01-01,17195,123970,835445,977443.0,29191864,29047940,0,2234909,0.0,29437379,19955,852641,-2934233,0.91,30044505,29437379,0.0,0.0,30044505,30044505,30713414
ID,ID,2022-01-01,68971,33041,520806,590166.0,15688633,10388285,0,1417258,,26201131,5267307,589777,-11882801,0.58,16278410,26201131,0.0,0.0,16278410,16278410,-47344
ID,ID,2021-01-01,69207,57827,549855,628093.0,16217411,10457407,0,1189599,,25285616,5702177,619062,-10428327,0.62,16836473,25285616,0.0,0.0,16836473,16836473,161492
ID,ID,2020-01-01,69058,73453,583656,650778.0,17033421,11278159,0,1362357,,24461352,5681809,652714,-8751604,0.67,17686135,24461352,0.0,0.0,17686135,17686135,-36747
ID,ID,2019-01-01,64586,95588,580235,653384.0,17762991,11985807,0,1300575,,23985275,5681596,644821,-7591302,0.71,18407812,23985275,0.0,0.0,18407812,18407812,59880
ID,ID,2018-01-01,50302,98422,522621,582881.0,17599197,11904458,0,1225150,,23753508,5596317,572923,-7514820,0.71,18206086,23753508,10869.0,33966.0,18172120,18206086,148498
ID,ID,2017-01-01,51694,95071,529738,618281.0,16814592,11447344,0,1294345,,23793790,5272177,581432,-8461102,0.67,17415274,23793790,4141.0,19250.0,17396024,17415274,165819
ID,ID,2016-01-01,50583,166375,598607,635665.0,15011748,9995014,0,1203681,14651.0,23048310,4850359,649190,-9516713,0.62,15673594,23062961,1826.0,12656.0,15660938,15673594,286175
ID,ID,2015-01-01,23348,174922,591990,633465.0,15051756,10165624,0,1150304,40807.66666666667,23058814,4711210,615338,-9521190,0.62,15686199,23058814,5420.0,19104.0,15667095,15686199,359386
ID,ID,2014-01-01,4838,178352,554183,583865.0,14625395,9628016,0,1209756,66964.33333333334,23233284,4819027,559021,-10155067,0.6,15201425,23233284,29187.0,17008.0,15184417,15201425,300400
ID,ID,2013-01-01,0,164007,609498,609028.0,14576630,9600216,0,1300448,93121.0,24114935,4812407,609498,-11304730,0.57,15202365,24208056,24378.0,16237.0,15186128,15202365,365185
ID,ID,2012-01-01,0,165579,591802,591218.0,14907287,10633123,0,1284091,218452.0,23493407,4108585,591802,-10479692,0.6,15533668,23711859,20711.0,34579.0,15499089,15533668,405481
ID,ID,2011-01-01,0,149567,622768,614189.0,15946018,12616029,0,1438044,151660.0,23120064,3180422,622768,-8919739,0.65,16598192,23271724,46546.0,29406.0,16568786,16598192,147428
ID,ID,2010-01-01,0,156031,605667,552273.0,11418898,8589208,0,1408389,109990.0,22687678,2673659,605667,-12957418,0.48,12029345,22797668,28389.0,4781.0,12024564,12029345,200044
ID,ID,2009-01-01,0,192033,606546,623181.0,12493606,9977502,0,1448447,0.0,22753779,2324071,606546,-11974571,0.52,13114469,22753779,58520.0,14317.0,13100152,13114469,205113
ID,ID,2008-01-01,0,134085,581110,612952.0,11389443,8893983,0,1522537,8177.0,23893313,2361375,581110,-14412979,0.45,12024815,23901490,88678.0,54262.0,11970553,12024815,312137
ID,ID,2007-01-01,0,177332,596380,663124.0,10887711,8611890,0,1503525,0.0,23755186,2098489,596380,-14772204,0.44,11584495,23755186,56263.0,100404.0,11484091,11584495,378601
ID,ID,2006-01-01,0,213884,634920,604855.0,12751165,10495090,0,1475846,0.0,22761749,2042191,634920,-11900761,0.53,13425973,22761749,0.0,39888.0,13386085,13425973,1088534
ID,ID,2005-01-01,0,240043,657971,550252.0,10167013,8032438,0,1460540,0.0,21852681,1894532,657971,-13442088,0.45,10914096,21852681,0.0,89112.0,10824984,10914096,1042412
ID,ID,2004-01-01,0,247566,675281,711211.0,10187758,7765655,41,1595032,0.0,21767415,2174537,675281,-13542316,0.45,10895820,21767456,0.0,32781.0,10863039,10895820,1074936
ID,ID,2003-01-01,0,244575,657761,710470.0,9765175,7732812,0,1558048,4883.0,21213802,1787788,657761,-13200483,0.44,10424878,21218685,0.0,1943.0,10422935,10424878,847918
ID,ID,2002-01-01,0,244565,696814,701562.0,9090119,8164140,0,1552674,0.0,20699666,681414,696814,-13253995,0.42,9787559,20699666,525.0,626.0,9786933,9787559,787987
ID,ID,2001-01-01,0,201283,782825,686636.0,8564115,6666589,0,1649782,0.0,21096017,1696243,782825,-14000508,0.4,9351609,21096017,4484.0,4669.0,9346940,9351609,601148
ID,ID,2000-01-01,0,193680,747275,687817.0,11163167,10114257,0,1776111,0.0,22834099,855230,747275,-13563780,0.47,12037193,22834099,862.0,126751.0,11910442,12037193,23800478
ID,ID,1999-01-01,0,208789,728554,664687.0,13708095,12456120,876000,1782620,0.0,21846394,1043186,728554,-11048092,0.57,14522681,22722394,22339.0,86032.0,14436649,14522681,23742428
ID,ID,1998-01-01,0,214535,758335,772803.0,13150338,11978079,800607,1569842,0.0,21276346,957724,758335,-10602499,0.57,14057116,22076953,70.0,148443.0,13908673,14057116,23066854
ID,ID,1997-01-01,0,205317,707971,718779.0,14881039,13511823,1158549,1688426,0.0,21235282,1163899,707971,-9340466,0.63,15758823,22393831,100.0,169813.0,15589010,15758823,23387650
ID,ID,1996-01-01,0,97711,708603,657130.0,13381204,12230805,662019,1690699,0.0,21119253,1052688,708603,-10206554,0.58,14260168,21781272,0.0,170361.0,14089807,14260168,22753584
ID,ID,1995-01-01,0,79329,775631,717375.0,11068974,10062854,0,1497490,0.0,19619846,926791,775631,-10237665,0.54,11847403,19619846,0.0,2798.0,11844605,11847403,20567241
ID,ID,1994-01-01,0,81259,729354,674830.0,7997443,7303193,0,1510106,0.0,19878615,612991,729354,-13501333,0.39,8794112,19878615,0.0,67315.0,8726797,8794112,20764786
ID,ID,1993-01-01,0,83127,734718,693243.0,9798715,9022654,0,1498217,0.0,18719840,692934,734718,-10558104,0.5,10533433,18719840,0.0,0.0,10533433,10533433,19573906
ID,ID,1992-01-01,0,81173,727380,662610.0,6735625,6260025,0,1502671,0.0,19008207,394427,727380,-13664637,0.36,7726036,19008207,0.0,263031.0,7463005,7726036,19868332
ID,ID,1991-01-01,0,81449,601580,590690.0,8827039,8281502,0,1385628,0.0,18045604,464088,601580,-10639243,0.47,9572939,18045604,0.0,144321.0,9428618,9572939,18807919
ID,ID,1990-01-01,0,80993,494879,431263.0,9196598,8617977,0,1366834,0.0,18003422,497628,494879,-10371225,0.49,9797865,18003422,0.0,106388.0,9691477,9797865,18783821
IL,IL,2022-01-01,447393,658916,2489841,3741095.0,182286089,4344652,79393917,7349493,518138.0,55959525,177282521,2937234,38506667,1.26,185223322,135871580,0.0,0.0,185223322,185223322,-245513
IL,IL,2021-01-01,501303,653847,2554526,3983043.0,178468630,4200356,83193557,6383682,525764.0,51969512,173614427,3055829,34602295,1.24,181524459,135688833,0.0,0.0,181524459,181524459,866606
IL,IL,2020-01-01,430854,673638,2747977,4033358.0,170215694,4376836,81884089,7377779,479320.0,50105868,165165220,3178832,29713114,1.21,173394526,132469277,0.0,0.0,173394526,173394526,-199002
IL,IL,2019-01-01,363305,713981,2579622,3700099.0,181527125,5192373,87876980,7500220,473522.0,49968979,175620771,2942927,34604932,1.23,184470052,138319481,0.0,0.0,184470052,184470052,345320
