state,state,period,combined-heat-and-pwr-comm,combined-heat-and-pwr-elect,combined-heat-and-pwr-indust,direct-use,elect-pwr-sector-gen-subtotal,electric-utilities,energy-only-providers,estimated-losses,facility-direct,full-service-providers,independent-power-producers,indust-and-comm-gen-subtotal,net-interstate-trade,net-trade-index,total-disposition,total-elect-indust,total-international-exports,total-international-imports,total-net-generation,total-supply,unaccounted
CA,CA,2008-01-01,2100480,21534860,15934693,13462354.0,189949090,83346844,18661682,17081619,1388918.0,248104619,85067386,18035173,-89521954,0.7,213353797,268155219,674638.0,5369534.0,207984263,213353797,3501921
CA,CA,2007-01-01,2130746,22341666,16535739,9146403.0,192181096,87348589,19618460,16724081,1582758.0,243033693,82490841,18666485,-77964366,0.74,216645045,264234911,292736.0,5797464.0,210847581,216645045,4211279
CA,CA,2006-01-01,2118380,21399211,16433712,14030060.0,198246596,100338454,21223282,17049934,2428113.0,239307133,76508931,18552092,-73427499,0.75,219735141,262958528,564692.0,2936453.0,216798688,219735141,12575457
CA,CA,2005-01-01,2150876,23458694,16614449,11672828.0,181527493,89348213,23406325,16992953,2261613.0,228581569,68720587,18765325,-77562381,0.73,205922963,254249507,103051.0,5630145.0,200292818,205922963,12128159
CA,CA,2004-01-01,1917669,24566735,17191102,15199327.0,175671583,75177122,24625312,18467454,1504739.0,225895922,75927726,19108772,-86931066,0.69,196071360,252025973,48074.0,1291005.0,194780355,196071360,12445726
CA,CA,2003-01-01,2070584,25458401,18102025,15183496.0,172615934,81728209,23896284,17859286,1684169.0,217640863,65429324,20172608,-73900695,0.73,196936943,243221316,22510.0,4148401.0,192788542,196936943,9719343
CA,CA,2002-01-01,1958497,26975628,17142183,14993111.0,165109350,74588271,22641345,17707433,855473.0,212571987,63545451,19100680,-76698186,0.71,186276547,236068805,196923.0,2066517.0,184210030,186276547,8986579
CA,CA,2001-01-01,1824899,21304838,16668548,14674123.0,180102640,70132656,10097868,19375594,0.0,237660910,88665145,18493447,-72558322,0.74,202015847,247758778,365041.0,3419761.0,198596086,202015847,7060082
CA,CA,2000-01-01,2103807,23410478,17716145,14598510.0,188262531,85856285,22734627,18983567,0.0,221322575,78995767,19819952,-62164770,0.77,213589680,244057202,2126103.0,5507197.0,208082483,213589680,254386124
CA,CA,1999-01-01,2024081,22963928,17544608,16951018.0,168750531,87874809,22849739,18422982,0.0,211981140,57911793,19568689,-75539862,0.72,189771588,234830879,1263940.0,1452368.0,188319220,189771588,245372747
CA,CA,1998-01-01,2037539,23266896,17441143,13870511.0,170122024,114926213,10038283,16812276,0.0,226395687,31928915,19478682,-75113861,0.72,190952568,236433970,1968578.0,1351861.0,189600707,190952568,247035270
CA,CA,1997-01-01,2031715,21931565,18064398,12576708.0,152701482,112183063,3887,17181465,0.0,227876239,18586854,20096113,-81298045,0.68,174468960,227880126,351817.0,1671365.0,172797595,174468960,237993266
CA,CA,1996-01-01,2118233,21512982,17846277,12033448.0,155298692,114706047,0,16930260,0.0,218112485,19079663,19964510,-68517774,0.72,176775004,218112485,283356.0,1511802.0,175263202,176775004,227849016
CA,CA,1995-01-01,2080608,21690967,16853559,10615263.0,162529176,121881402,0,16227105,0.0,212604724,18956807,18934168,-56119146,0.77,183430507,212604724,228484.0,1967163.0,181463344,183430507,222870844
CA,CA,1994-01-01,2063102,21641993,16985617,10369644.0,167143271,126749186,0,16232813,0.0,213684302,18752093,19048718,-51419244,0.79,188349134,213684302,101410.0,2157144.0,186191990,188349134,223210101
CA,CA,1993-01-01,1754267,21598133,17394028,10771434.0,167842349,125782063,0,16847078,0.0,210499926,20462154,19148295,-48214715,0.8,189003198,210499926,45872.0,2012553.0,186990645,189003198,220103692
CA,CA,1992-01-01,1738325,21148684,17039576,10049616.0,158377557,119309725,0,16873811,0.0,213447241,17919147,18777902,-60974474,0.75,179253872,213447241,25311.0,2098414.0,177155458,179253872,223105728
CA,CA,1991-01-01,1586533,19021491,15943468,10339906.0,141417643,104967938,0,16021185,0.0,208650489,17428214,17530001,-71767013,0.69,162105515,208650489,167628.0,3157871.0,158947644,162105515,217464723
CA,CA,1990-01-01,1730302,17547076,16572153,9653985.0,147482454,114528000,0,16026342,0.0,211092922,15407379,18302455,-66087034,0.72,170927097,211092922,523792.0,5142187.0,165784910,170927097,220243249
CO,CO,2022-01-01,26565,51046,224903,223081.0,57792542,40493662,0,3070396,179780.0,56583261,17247834,251467,-1909941,0.97,58044009,56763041,0.0,0.0,58044009,58044009,-102568
CO,CO,2021-01-01,26710,36629,240911,76462.0,56570850,41491555,0,2651126,180562.0,56170647,15042665,267622,-2600224,0.96,56838472,56351209,0.0,0.0,56838472,56838472,359899
CO,CO,2020-01-01,37725,35545,263790,83313.0,53813495,38880293,0,3121678,92316.0,55957948,14897657,301516,-5056043,0.91,54115011,56050264,0.0,0.0,54115011,54115011,-84202
CO,CO,2019-01-01,36068,195099,74649,86056.0,56227017,43713457,0,3064779,70388.0,56450435,12318460,110718,-3475030,0.94,56337734,56520823,0.0,0.0,56337734,56337734,141106
CO,CO,2018-01-01,26507,204651,75530,75593.0,55284241,42036600,0,2911583,161624.0,56288856,13042990,102037,-4403593,0.93,55387105,56450480,135.0,826.0,55386279,55387105,352906
CO,CO,2017-01-01,30509,209418,74392,76519.0,53739101,41470730,0,2982676,166595.0,54663591,12058953,104901,-4427492,0.92,53844002,54830186,0.0,0.0,53844002,53844002,382112
CO,CO,2016-01-01,31044,203833,72632,76539.0,54314804,42191338,0,2860178,169390.0,54632647,11919633,103676,-4000292,0.93,54418480,54802037,12.0,319.0,54418480,54418480,680006
CO,CO,2015-01-01,27872,209167,69437,73138.0,52295769,42154954,0,2699614,172007.0,53944039,9931648,97309,-5338623,0.91,52393715,54116046,109.0,638.0,52393077,52393715,843432
CO,CO,2014-01-01,26149,213200,71175,83636.0,53750062,43239615,0,2780354,59848.0,53336673,10297247,97324,-3110160,0.95,53847665,53396521,6912.0,279.0,53847386,53847665,690402
CO,CO,2013-01-01,33537,354215,64421,89054.0,52839477,42508826,0,2870866,64793.0,53376856,9976436,97959,-4271592,0.93,52937525,53441649,1366.0,89.0,52937436,52937525,806182
CO,CO,2012-01-01,24979,366360,71953,51480.0,52459770,41532785,0,2907271,231022.0,53454275,10560625,96931,-5006750,0.91,52556701,53685297,1365.0,0.0,52556701,52556701,918038
CO,CO,2011-01-01,21945,343368,63552,41384.0,51347057,44122878,0,3303382,226232.0,53232053,6880812,85497,-5716900,0.9,51432689,53458285,7877.0,135.0,51432554,51432689,338661
CO,CO,2010-01-01,4245,1134511,60588,43359.0,50655959,39584166,0,3269143,201335.0,52716451,9937281,64833,-5976958,0.89,50720807,52917786,3136.0,15.0,50720792,50720807,464341
CO,CO,2009-01-01,3101,1530733,50043,43472.0,50512808,37467527,0,3248814,198951.0,50836955,11514548,53144,-4222317,0.92,50565952,51035906,15.0,0.0,50565952,50565952,460061
CO,CO,2008-01-01,38995,1545150,51994,100801.0,53350605,41176711,0,3321501,195867.0,51946606,10628743,90989,-2805490,0.95,53443430,52142473,3200.0,1836.0,53441594,53443430,680944
CO,CO,2007-01-01,27769,1782107,64189,270224.0,53815534,42353281,0,3246851,248794.0,51050362,9680147,91958,-1726737,0.97,53908760,51299156,1679.0,1268.0,53907492,53908760,817587
CO,CO,2006-01-01,28150,1532552,77691,150126.0,50592512,42055989,0,3224677,307242.0,49426456,7003971,105841,-4637397,0.92,50699541,49733698,0.0,1188.0,50698353,50699541,2378413
CO,CO,2005-01-01,54162,1643453,70467,84018.0,49492066,41014609,0,3231724,327786.0,48025450,6834004,124629,-4268874,0.92,49622900,48353236,194.0,6206.0,49616694,49622900,2306536
CO,CO,2004-01-01,93016,1685171,58598,495780.0,47717879,40436218,0,3423736,326920.0,46396921,5596490,151614,-4548577,0.91,47906845,46723841,0.0,37353.0,47869492,47906845,2307350
CO,CO,2003-01-01,119137,2313574,80967,495263.0,46416683,41226252,0,3414015,361534.0,46133111,2876856,200104,-5148171,0.9,46618952,46494645,0.0,2165.0,46616787,46618952,1857968
CO,CO,2002-01-01,143155,2865726,120558,489053.0,45336675,41509933,0,3456276,141066.0,45936696,961016,263713,-5681503,0.89,45607095,46077762,0.0,6707.0,45600388,45607095,1754071
CO,CO,2001-01-01,212101,2957507,81787,478648.0,46582125,41957723,0,3459411,0.0,44236038,1666895,293888,-2044335,0.96,46912134,44236038,0.0,36121.0,46876013,46912134,1260541
CO,CO,2000-01-01,145055,3043591,78825,464885.0,43941666,40108260,0,3346258,0.0,43020284,789816,223880,-4053818,0.92,44176896,43020284,0.0,11350.0,44165546,44176896,44840971
CO,CO,1999-01-01,184318,2897277,93970,509467.0,39243001,36167349,0,3182875,0.0,40570923,178374,278288,-6092539,0.87,39523619,40570923,0.0,2330.0,39521289,39523619,42392202
CO,CO,1998-01-01,161072,2850204,90582,507183.0,38629910,35471294,0,2814047,0.0,39574437,308412,251654,-5320256,0.88,38882764,39574437,0.0,1200.0,38881564,38882764,41348891
CO,CO,1997-01-01,153690,2725860,89334,636824.0,37399536,34375573,0,2870303,0.0,38069234,298104,243024,-4982139,0.88,37685582,38069234,0.0,43021.0,37642561,37685582,39758712
CO,CO,1996-01-01,176089,2632009,90240,475354.0,36871030,33971688,0,2877667,0.0,37072975,267333,266330,-4505771,0.89,37137359,37072975,0.0,0.0,37137359,37137359,38727915
CO,CO,1995-01-01,197827,2426541,82198,449470.0,35337210,32673972,0,2695565,0.0,35316819,236697,280025,-4136272,0.9,35617235,35316819,0.0,0.0,35617235,35617235,37022177
CO,CO,1994-01-01,218371,1774613,88213,484887.0,35345326,33324413,0,2621012,0.0,34502279,246300,306584,-3044441,0.92,35651910,34502279,0.0,0.0,35651910,35651910,36040352
CO,CO,1993-01-01,220635,1012843,88618,481247.0,33930931,32687317,0,2637733,0.0,32957803,230771,309253,-2892441,0.92,34240184,32957803,0.0,0.0,34240184,34240184,34461453
CO,CO,1992-01-01,90147,1011572,76965,418642.0,33128377,31899303,0,2515647,0.0,31821970,217502,167113,-2514313,0.93,33295489,31821970,0.0,0.0,33295489,33295489,33261914
CO,CO,1991-01-01,25208,983900,68209,344749.0,32228176,31038231,0,2415396,0.0,31456688,206045,93417,-2911151,0.92,32321592,31456688,0.0,0.0,32321592,32321592,32785547
CO,CO,1990-01-01,25208,930200,53888,329123.0,32469031,31312872,0,2337950,0.0,30794588,225959,79096,-1950402,0.94,32548127,30794588,0.0,0.0,32548127,32548127,32129455
CT,CT,2022-01-01,295051,183795,620219,857003.0,42138830,102947,11365219,1501966,116046.0,16285881,41852088,915270,12978158,1.43,43054099,27767146,0.0,0.0,43054099,43054099,-50174
CT,CT,2021-01-01,314097,184053,644693,885235.0,43121152,112785,12946047,1304957,161800.0,14629759,42824314,958790,13974993,1.46,44079943,27737606,0.0,0.0,44079943,44079943,177152
CT,CT,2020-01-01,330389,186291,614109,862269.0,40246075,95906,12960910,1510076,151561.0,14001202,39963877,944498,11745286,1.4,41190572,27113673,0.0,0.0,41190572,41190572,-40732
CT,CT,2019-01-01,444761,194535,660714,1000623.0,38944563,98554,14235828,1512846,162274.0,13501894,38651474,1105475,9566919,1.31,40050038,27899996,0.0,0.0,40050038,40050038,69653
CT,CT,2018-01-01,432822,261724,644445,1007910.0,38376284,108940,15034880,1487186,131715.0,13667330,38005620,1077267,8474624,1.27,39983910,28833925,6.0,530358.0,39453552,39983910,180258
CT,CT,2017-01-01,422813,221348,615832,981617.0,33524009,98350,15617204,1530529,115685.0,12402641,33204311,1038645,4246130,1.14,35089883,28135530,0.0,527229.0,34562654,35089883,196077
CT,CT,2016-01-01,409492,254862,501698,841998.0,35585370,74075,16546351,1509945,79519.0,12305217,35256433,911190,5400788,1.17,37042812,28931087,5.0,546252.0,36496560,37042812,358989
CT,CT,2015-01-01,401950,196598,485961,838989.0,36582711,44645,16998365,1470437,20663.0,12457127,36341469,887911,5851141,1.18,38096126,29476155,0.0,625504.0,37470622,38096126,459404
CT,CT,2014-01-01,440246,148905,472775,837754.0,32763959,54693,16656291,1528485,61066.0,12637103,32560362,913021,2247595,1.07,34348090,29354460,252.0,671110.0,33676980,34348090,379545
CT,CT,2013-01-01,347217,139060,614703,992317.0,34648870,50273,18699199,1602162,73201.0,11052116,34459537,961920,3326129,1.1,36195527,29824516,492.0,584738.0,35610789,36195527,449911
CT,CT,2012-01-01,396574,780874,336681,786983.0,35384289,36816,18959533,1597127,40388.0,10492417,34566599,733255,3736766,1.12,36117544,29492338,1445.0,0.0,36117544,36117544,504330
CT,CT,2011-01-01,211290,406618,233206,487407.0,33300725,92735,18475613,1845096,18052.0,11365328,32801371,444496,3710154,1.11,36093207,29858993,2398.0,2347986.0,33745221,36093207,189158
CT,CT,2010-01-01,69779,1723788,305799,611350.0,32974046,65570,16676808,1877535,38711.0,13676247,31184688,375577,1983482,1.06,35298490,30391766,167676.0,1948867.0,33349623,35298490,266681
CT,CT,2009-01-01,46645,1874004,279200,554157.0,30880377,47137,13016458,1891629,38739.0,16660567,28959236,325845,1177837,1.04,33772967,29715764,165708.0,2566745.0,31206222,33772967,267872
CT,CT,2008-01-01,43870,1956376,218409,492675.0,30147193,52334,11724416,1971947,39972.0,19192156,28138483,262280,-1426242,0.96,32570527,30956544,171332.0,2161054.0,30409473,32570527,404271
CT,CT,2007-01-01,43514,1831289,172176,505578.0,32955519,37217,10014749,2160116,39752.0,24074606,31087013,215690,-2667825,0.93,35002762,34129107,331849.0,1831553.0,33171209,35002762,543937
CT,CT,2006-01-01,38271,1873745,291413,302207.0,34352052,47612,1528796,2053930,34242.0,30114415,32430695,329684,600365,1.02,36027801,31677453,180841.0,1346065.0,34681736,36027801,1514910
CT,CT,2005-01-01,39754,1697139,207119,225040.0,33302875,41709,740480,2211931,0.0,32354549,31564027,246872,-2172761,0.94,34887547,33095029,174431.0,1337800.0,33549747,34887547,1578692
CT,CT,2004-01-01,42924,1965663,234677,1540638.0,32355806,45095,744435,2360558,0.0,31470175,30345047,277602,-2539158,0.93,33694611,32214610,66216.0,1061203.0,32633408,33694611,1590845
CT,CT,2003-01-01,45444,1985668,287609,1539033.0,29211997,59812,600100,2337233,0.0,31230118,27166517,333053,-5549845,0.84,30017054,31830218,125944.0,472004.0,29545050,30017054,1271964
CT,CT,2002-01-01,47541,2052655,311304,1519735.0,30952373,21463,390209,2330770,67454.0,30615280,28878256,358845,-2951239,0.91,31636867,31072943,0.0,325649.0,31311218,31636867,1182873
CT,CT,2001-01-01,40928,2080286,256480,1487402.0,30193232,2816826,14034,2388393,0.0,30526724,25296120,297408,-2544606,0.92,31256315,30540758,0.0,765675.0,30490640,31256315,870283
CT,CT,2000-01-01,46937,2401242,303552,3280319.0,32617080,16992594,0,2329796,0.0,29952407,13223244,350489,969602,1.03,34914747,29952407,362070.0,1947179.0,32967568,34914747,31220047
CT,CT,1999-01-01,546665,2243074,330073,725100.0,27720159,20484367,0,2338109,0.0,29803004,4992718,876738,-2978287,0.91,30531267,29803004,21.0,1934370.0,28596897,30531267,31140896
CT,CT,1998-01-01,481675,2263539,362505,598457.0,18847313,15122925,0,2059005,0.0,28956144,1460849,844180,-10892219,0.66,21457064,28956144,6239.0,1765571.0,19691493,21457064,30254484
CT,CT,1997-01-01,515058,2320840,364152,704595.0,16795086,13227766,0,2143693,0.0,28432096,1246481,879210,-12493084,0.61,19373640,28432096,0.0,1699344.0,17674296,19373640,29693894
CT,CT,1996-01-01,561893,2289052,307574,603708.0,19341930,15773738,0,2205772,0.0,28416945,1279140,869467,-10383589,0.67,21536684,28416945,0.0,1325287.0,20211397,21536684,29685481
CT,CT,1995-01-01,96567,2512344,327732,601542.0,31048171,26931900,0,2134814,0.0,27969969,1603927,424299,1264677,1.04,32748630,27969969,0.0,1276159.0,31472471,32748630,29320566
CT,CT,1994-01-01,90698,2552302,235258,523034.0,30852961,27201416,0,2129007,0.0,28025671,1099243,325955,925634,1.03,32358212,28025671,0.0,1179296.0,31178916,32358212,29275022
CT,CT,1993-01-01,104077,2690508,317015,624526.0,32463479,28714867,0,2179996,0.0,27238487,1058104,421092,3271262,1.11,33960329,27238487,0.0,1075758.0,32884571,33960329,28481208
CT,CT,1992-01-01,107532,2670940,255700,455298.0,28848147,25153644,0,2144489,0.0,27126971,1023563,363232,-412839,0.99,30113698,27126971,0.0,902319.0,29211379,30113698,28354465
CT,CT,1991-01-01,112125,2561652,91604,327728.0,26832737,23552082,0,2086351,0.0,27171405,719003,203729,-2859466,0.91,27573624,27171405,0.0,537158.0,27036466,27573624,28319239
CT,CT,1990-01-01,141781,1986752,190315,442483.0,34815151,32155574,0,2064077,0.0,27187238,672826,332097,4726491,1.16,35183934,27187238,0.0,36686.0,35147248,35183934,28365736
DC,DC,2022-01-01,137989,0,0,139170.0,22248,334,6471133,553980,10557.0,3759844,21914,137989,-10755941,0.01,160237,10241534,0.0,0.0,160237,160237,-18506
DC,DC,2021-01-01,192798,0,0,152986.0,18269,0,7015797,474387,10783.0,3056792,18269,192798,-10564078,0.02,211067,10083372,0.0,0.0,211067,211067,64400
DC,DC,2020-01-01,188409,0,0,145698.0,12695,0,6928591,545012,10879.0,2846305,12695,188409,-10260680,0.02,201104,9785775,0.0,0.0,201104,201104,-14701
DC,DC,2019-01-01,165251,0,0,193535.0,8829,0,7907359,598003,8829.0,3112215,8829,165251,-11673394,0.01,174080,11028403,0.0,0.0,174080,174080,27533
DC,DC,2018-01-01,79331,0,0,106635.0,0,0,8203632,585814,8093.25,3154278,0,79331,-12039151,0.01,82296,11357910,83.0,2965.0,79331,82296,71005
DC,DC,2017-01-01,66871,0,0,94626.0,0,0,8019652,593838,7357.5,2896794,0,66871,-11607854,0.01,73135,10916446,3.0,6264.0,66871,73135,76077
DC,DC,2016-01-01,23673,52801,0,99721.0,52801,0,8344116,594665,6621.75,3049887,0,23673,-12153297,0.01,76474,11394003,1.5,3132.0,76474,76474,141381
DC,DC,2015-01-01,22751,30999,0,71837.0,30999,0,8050157,563270,5886.0,3241076,0,22751,-12048571,0.0,53750,11291233,0.0,0.0,53750,53750,175981
DC,DC,2014-01-01,67612,0,0,33870.0,0,0,8176588,582849,5150.25,3017001,0,67612,-11887426,0.01,67612,11193589,0.0,0.0,67612,67612,144730
DC,DC,2013-01-01,65852,0,0,16935.0,0,0,8287995,595510,4414.5,2797524,0,65852,-11782405,0.01,65852,11085519,0.0,0.0,65852,65852,167228
DC,DC,2012-01-01,62388,0,0,0.0,9399,0,8450115,609711,3678.75,2808730,9399,62388,-11989300,0.01,71787,11258845,0.0,0.0,71787,71787,192530
DC,DC,2011-01-01,0,0,0,0.0,200874,71199,8495797,714461,2943.0,3066258,129675,0,-12148889,0.02,200874,11562055,0.0,0.0,200874,200874,73246
DC,DC,2010-01-01,0,0,0,0.0,199858,0,8488505,733734,2207.25,3388490,199858,0,-12515089,0.02,199858,11876995,0.0,0.0,199858,199858,104218
DC,DC,2009-01-01,0,0,0,0.0,35499,0,7867266,727883,1471.5,3567109,35499,0,-12229834,0.0,35499,11434375,0.0,0.0,35499,35499,103075
DC,DC,2008-01-01,0,0,0,0.0,72316,0,7766791,739960,735.75,3849443,72316,0,-12435578,0.01,72316,11616234,0.0,0.0,72316,72316,151700
DC,DC,2007-01-01,0,0,0,0.0,75251,0,7929210,766484,0.0,4180975,75251,0,-12994425,0.01,75251,12110185,0.0,0.0,75251,75251,193008
DC,DC,2006-01-01,0,0,0,0.0,81467,0,5431453,738931,0.0,5964971,81467,0,-12598899,0.01,81467,11396424,0.0,0.0,81467,81467,545011
DC,DC,2005-01-01,0,0,0,0.0,226042,0,7013288,789745,0.0,4802919,226042,0,-12943564,0.02,226042,11816207,0.0,0.0,226042,226042,563654
DC,DC,2004-01-01,0,0,0,384.0,36487,0,3654329,836434,0.0,7760518,36487,0,-12778491,0.0,36487,11414847,0.0,0.0,36487,36487,563696
DC,DC,2003-01-01,0,0,0,384.0,74144,0,5220908,803772,0.0,5725475,74144,0,-12113439,0.01,74144,10946383,0.0,0.0,74144,74144,437427
DC,DC,2002-01-01,0,0,0,379.0,261980,0,5447797,834763,0.0,5680946,261980,0,-12125171,0.02,261980,11128743,0.0,0.0,261980,261980,423645
DC,DC,2001-01-01,0,0,0,371.0,123239,0,2314224,850891,0.0,8566248,123239,0,-11918172,0.01,123239,10880472,0.0,0.0,123239,123239,310048
DC,DC,2000-01-01,0,0,0,1148.0,144374,97423,0,825710,0.0,10615521,46951,0,-11756740,0.01,144374,10615521,0.0,0.0,144374,144374,11064787
DC,DC,1999-01-01,0,0,0,0.0,230003,230003,0,817299,0.0,10417813,0,0,-11483193,0.02,230003,10417813,0.0,0.0,230003,230003,10885479
DC,DC,1998-01-01,0,0,0,0.0,243975,243975,0,731063,0.0,10281067,0,0,-11239425,0.02,243975,10281067,0.0,0.0,243975,243975,10742056
DC,DC,1997-01-01,0,0,0,0.0,70661,70661,0,762020,0.0,10106781,0,0,-11256777,0.01,70661,10106781,0.0,0.0,70661,70661,10555311
DC,DC,1996-01-01,0,0,0,0.0,109809,109809,0,786825,0.0,10136667,0,0,-11276323,0.01,109809,10136667,0.0,0.0,109809,109809,10589170
DC,DC,1995-01-01,0,0,0,0.0,188862,188862,0,787338,0.0,10315570,0,0,-11422474,0.02,188862,10315570,0.0,0.0,188862,188862,10813682
